	baseMean	log2FoldChange	stat	pvalue	padj
AT4G40045	52.3221814738579	-0.438701782629838	-1.10936286662683	0.267273674744341	0.395228282983289
AT4G40050	384.800872360466	0.0490278793273536	0.290812136434666	0.771195002790636	0.859279710530368
AT4G40060	987.542885808918	-0.302495162645537	-0.908921412648488	0.363391610091627	0.501459217456126
AT4G40080	179.651358809185	1.62521347089709	4.98839906143817	6.08817072786549e-07	5.28843443528408e-06
AT4G40090	42.0014227784354	2.30342031639438	2.51229972089601	0.0119947167783484	0.0317470686527105
AT4G38060	791.833510514279	1.60409695410494	3.56543724969763	0.000363250069413488	0.00156902467197118
AT4G38050	26.5956436434879	-0.0431921196716858	-0.0921352192911771	0.926590606499818	0.955166331628075
AT4G38040	236.435942373804	-0.138010797195363	-0.76873730932288	0.442049271591205	0.580853602530491
AT4G38030	52.6608718040116	7.42503654713721	6.0215627177175	1.72741061877942e-09	2.53340166640992e-08
AT4G38020	38.7763519860635	-1.5327084209736	-2.63002975656644	0.00853773947489824	0.0237817274919906
AT4G38000	2.18517586470963	0.497475287759886	0.367122248742012	0.713527832170843	0.81978783051362
AT4G37980	675.424883354126	0.350750160689541	1.03141521960165	0.302346146722653	0.434524973400629
AT4G37970	38.0587054638249	-0.406411489551286	-0.809446572987571	0.418258322450641	0.557918881321989
AT4G37940	68.3019648774927	0.591369860961833	1.86392119052586	0.0623327724398449	0.124657883542798
AT4G37930	5893.13956699986	-0.889865574211591	-2.53148526301755	0.011358059021069	0.0302737557931255
AT4G37920	143.226549154468	-0.563180752378702	-2.17043214650191	0.0299741237251208	0.067947029812272
AT4G37910	2372.42056459207	1.0515159544184	2.69875587936369	0.00695992099901404	0.0200387681297134
AT4G37880	355.666394005577	1.01382186071869	4.91437701615418	8.90652124841294e-07	7.47570876214394e-06
AT4G37870	4911.7207018339	1.35093853752778	4.25691823131845	2.07264117323791e-05	0.000124483486845994
AT4G37860	0.722118459557332	-0.468073784563229	-0.233961363135983	0.815014974002515	0.890463634393253
AT4G37850	13.688704640527	3.20565492512446	4.00703584162631	6.14855354988028e-05	0.000327121722750802
AT4G37840	2.31414248885045	0.814640775326173	0.810827820736451	0.417464555411461	0.557375576840468
