	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT4G40045	45.8286747526625	-1.27872505572403	0.428257659407954	-2.98232286117065	0.00286070140534493	0.010111826651735
AT4G40050	367.709713771208	-0.272199508275712	0.196021656113569	-1.38860173362828	0.164953889913124	0.283082456123907
AT4G40060	938.617532344798	-0.954292913323347	0.370783697066156	-2.57390516951243	0.0100557830559959	0.0294747273863176
AT4G40080	168.889169163019	1.70791651454731	0.341359007987453	5.00133433548478	5.69348785494072e-07	5.51691287887869e-06
AT4G40090	46.8927297947275	-0.119629639457218	1.2706727997366	-0.0817574370516496	0.934839603025476	0.969920376848353
AT4G38060	612.742661661625	0.993880499809323	0.506619068819771	1.96190467812018	0.0497735830815537	0.109868328664183
AT4G38050	24.0603697528248	0.183254430606152	0.506276639168733	0.362445854966265	0.717018878179742	0.817480779607211
AT4G38040	221.80620822762	-0.132822025094469	0.207376799332342	-0.640481198291835	0.521859808752415	0.659836298202803
AT4G38030	53.3810825727347	5.70655422163702	1.0579169052239	4.89207687938115	9.97774529226341e-07	9.16810834839866e-06
AT4G38020	35.6767084728554	-0.986656184010127	0.434196746302413	-2.26817347033364	0.0233186357596976	0.059338831396313
AT4G38000	1.89626409481884	-2.15363142317432	1.34377269000734	-1.41013208395491	0.158500685183421	0.274816856426268
AT4G37980	652.471460580294	-0.65798175615938	0.267817036849218	-2.45615899004628	0.0140431012324395	0.0390429078220571
AT4G37970	37.6737016129735	0.866988271986452	0.540931534461962	1.60317780187218	0.108895404876401	0.205681806925099
AT4G37940	64.3399030250154	2.11924223691741	0.877171416703879	2.21932385050436	0.0264647001357534	0.0658019045243983
AT4G37930	5187.92641796972	-2.11876391230904	0.392907519702549	-5.38892016120537	7.08822837550254e-08	8.4514196169888e-07
AT4G37920	133.573152174544	-0.423129377054288	0.216074819349713	-1.95798650113402	0.0502315966814724	0.110628113416422
AT4G37910	2243.67638060552	0.0804943023434079	0.42810739144878	0.188160071175813	0.850751171960985	0.915588056632019
AT4G37880	358.26526623155	0.338799568803804	0.221954232604493	1.52642708197264	0.126903537336659	0.231644735231345
AT4G37870	5216.87614170448	1.57871094447344	0.35015751526468	4.50904650228029	6.51196353852087e-06	4.85740931312367e-05
AT4G37860	0.610185068558102	0.413099323855681	1.02178328546201	0.377024863634157	0.706155127562184	0.809206435593376
AT4G37850	8.69684483757655	-1.31555538608846	1.23753633747124	-1.32283873136123	0.185889013932001	0.310098844467414
AT4G37840	2.02677288752785	-0.102710911984659	1.35404878372404	-0.0758546613824148	0.939534727857467	0.971349543684651
AT4G37770	51.8863403537849	-0.70019586323057	0.508658655264046	-1.37637988645525	0.168704051771255	0.287780099026813
AT4G37760	245.432510125243	-0.734018159499633	0.578070410374045	-1.26445222734207	0.20606775723923	0.334846507870081
AT4G37750	272.829165155614	-1.15255477343036	0.558697557082685	-2.06225367139199	0.0391835912764762	0.0904037160880997
AT4G37740	70.9492709869434	-1.21500936149333	0.423320164154772	-2.86948036196444	0.00411146862680202	0.0137912666306586
AT4G37730	106.246311413996	-0.255181531628585	0.457711943659903	-0.557127383582459	0.577440399307755	0.707962475757762
AT4G37680	205.358795027793	0.737860511766367	0.344292929857654	2.14256071217903	0.0321483887236701	0.0769802400281944
AT4G37670	159.105734394929	-0.101818777836572	0.294012890139449	-0.346271965708678	0.72913833503048	0.82641644121988
AT4G37610	875.781939996187	0.900721607680789	0.739559246039049	1.22481527852921	0.220644827037667	0.351846771762967
AT4G37580	164.173753382616	0.00281741458610647	0.815816661463171	0.00418531678374219	0.996660610105466	0.997686981465466
AT4G37560	132.848050183155	-0.239136529685618	0.245478225619803	-0.974364303185809	0.329875687107037	0.474917894131524
AT4G37550	379.679923799779	0.770588326954313	0.286928675146461	2.6845128581206	0.00726355892938496	0.0224034504462911
AT4G37540	405.299615617513	0.343844852854174	0.335373087212886	1.02505776520146	0.305335932227542	0.448559479795739
AT4G37520	1007.02921126592	2.20585522544868	0.542626884796806	4.06574175720079	4.78799312591615e-05	0.000283336895362209
AT4G37510	321.758105474123	-1.13346638335487	0.218269773753767	-5.19168401673311	2.08400473096664e-07	2.24036573784766e-06
AT4G37490	77.3818999221938	-0.613397722543488	0.379435014645577	-1.61699243919173	0.105879912978263	0.201348446539903
AT4G37460	402.725713954997	0.24726716559517	0.158208848522112	1.56264412423627	0.118136323701423	0.218952309326802
AT4G37450	427.78481826738	-1.40360668096202	0.422127503686894	-3.32434086380231	0.000886277981622747	0.00367587425164844
AT4G37445	89.8735327685072	-0.398860410386763	0.247779627908252	-1.60966603575044	0.107470783477916	0.203493735908718
AT4G37440	223.225016739721	0.796849392526447	0.205266017665449	3.88172412139538	0.000103718502042229	0.000562247435931295
AT4G37430	976.874380500894	7.32863873017121	0.605216019679698	12.0173329331504	2.88121714027029e-33	1.71655481818232e-30
AT4G37420	0.413064527483863	0.189067068647124	1.02214298461246	0.138821005698758	0.889591594557455	NA
AT4G37400	27.5812961334653	-1.48355770997104	0.479566048416288	-3.08442367937732	0.00203946929559932	0.00758344240395085
AT4G37390	810.242439153626	2.64539814873229	0.562047662439168	4.71116909744013	2.46299760302591e-06	2.06768648774025e-05
AT4G37360	144.511216948816	0.437765450046305	0.280843879613275	1.55634311921479	0.119626523175327	0.221092990746034
AT4G37310	325.189743753807	2.05299336533439	0.430431956059235	4.76726133749286	1.86747009224004e-06	1.6079396332672e-05
AT4G37300	638.670217652795	-0.566839528007009	0.248908688714541	-2.27706050263062	0.0227826128956012	0.0582141778595543
AT4G37330	234.339465421072	0.975059034415352	0.325746686426185	2.99306909316416	0.00276187215470356	0.00982643360146792
AT4G37295	20.4411148168883	-0.36371739738076	0.773251824378567	-0.47092637970236	0.637693309142717	0.757283680068939
AT4G37280	190.857303672476	-0.52478615021153	0.222057239714478	-2.3632365129286	0.0181161038579632	0.048181591651362
AT4G37270	602.176512380904	-0.50739340455357	0.14515043598507	-3.49551863328092	0.00047314141614424	0.00213028981344904
AT4G37260	468.197984749414	-0.485727833603436	0.286544604879131	-1.69516333379448	0.0900444404161395	0.17648633875047
AT4G37250	61.8798242348288	-2.67536867881143	0.673208810414875	-3.96576862396707	7.31598059279093e-05	0.00041257662768933
AT4G36880	79.8614709216051	4.28795151954999	0.776331277660062	5.39796126484614	6.74024143677143e-08	8.09398693730374e-07
AT4G36900	185.893884377416	0.483495973187865	0.315527791381884	1.53287353499935	0.125307017759912	0.229205026065011
AT4G36930	16.1407307127822	0.330705154706022	0.53168722711936	0.619728673724925	0.535436434477383	0.67253641923033
AT4G36960	362.0433449759	-0.247394331991837	0.168377577295013	-1.46929845816481	0.141751854844127	0.251853295537872
AT4G36970	197.128597948235	-0.448030224924056	0.269138602732983	-1.66458989456515	0.0959946028386628	0.186036130097299
AT4G36980	676.256238811491	-0.0573661009636584	0.160851424264958	-0.356604570889233	0.721387855106983	0.820323001776121
AT4G37000	81.3278095407588	0.682880774234966	0.276296797156863	2.46758331212538	0.0136028562882061	0.0379796150749752
AT4G37010	458.744385636617	3.06926154409667	0.374893370676737	8.1822432750435	2.78607861507284e-16	1.61304344645079e-14
AT4G37040	128.39294847383	-1.00452732859069	0.237890702130968	-4.22105623467933	2.43160261072649e-05	0.000155127007314361
AT4G37050	17.4564072531544	-0.81378673569592	0.9378939246228	-0.891217175867169	0.372812671680039	0.517938711693896
AT4G37070	265.464069363112	2.55247483948365	0.778616077092845	3.29510741105474	0.000983840667244584	0.00401470465827225
AT4G37080	332.5857646735	-2.19966349686856	0.390147582304159	-5.63409290279545	1.75982139489284e-08	2.39691307833893e-07
AT4G37090	174.921409849553	-0.260303300186625	0.233368759670668	-1.11535236837472	0.264699452376266	0.403427478621658
AT4G37100	33.2882521602682	-0.241005110559416	0.405517027670526	-0.594364125003294	0.552268597690832	0.686858500387339
AT4G37110	78.4606906002236	-0.79776869279741	0.256338936485966	-3.11175199534359	0.00185980668330552	0.0069981842336257
AT4G37130	102.226058568218	-0.353879122266733	0.334348246497958	-1.05837111063558	0.289886284851334	0.431662484473054
AT4G37150	345.213636786921	4.28808484553743	0.455308657341166	9.39477823641304	5.73384819842348e-21	6.74512371826008e-19
AT4G37160	152.112304786153	-0.13923595310701	1.01944221761398	-0.112496923430303	0.910429409006472	0.956632005173837
AT4G37180	466.89046857201	0.384291413637786	0.316093277541222	1.21538983147043	0.224217444462171	0.355922273745918
AT4G37200	318.333791645127	-1.77852156001025	0.269474322260804	-6.59800674004212	4.16722327601899e-11	9.94372696185977e-10
AT4G37210	422.871493294723	0.0950564334810869	0.160191847285668	0.593468804830869	0.552867453967742	0.687464418456219
AT4G37240	28.3363647216823	-3.31797371090181	0.541967408670455	-5.98650262059611	2.14401136074754e-09	3.60307059341641e-08
AT4G35910	160.538871442172	-0.073186968614069	0.242070212387997	-0.302353818305469	0.762382355806175	0.850319447393215
AT4G36870	363.810658682911	-0.755264132186056	0.421147017223206	-1.79257190099038	0.0730414027507292	0.149341488697356
AT4G36860	456.531106142193	-0.190968075518707	0.269868400679382	-0.707596739262326	0.479195718355193	0.621420146208542
AT4G36850	629.248038728135	0.956265011025697	0.734943153422213	1.28945836558517	0.197238781707368	0.324063967561016
AT2G23790	736.496673618428	1.7251524488316	0.23759670207803	7.25989091325554	3.87402625130473e-13	1.30594471985057e-11
AT4G36810	466.404542690081	-0.711869380104819	0.213543832564794	-3.33334468601192	0.000858085649060776	0.00357494566615125
AT4G36790	62.109533242807	0.444612647560936	0.314855277353042	1.41140532997735	0.158125132267018	0.274345990402965
AT4G36780	846.907627052249	-0.484411571674048	0.392325754786262	-1.23527600967103	0.216727799056687	0.347490730165635
AT4G36770	0.332099226833186	0.288927241261359	1.15028027816672	0.241020717736967	0.809539059348046	NA
AT4G36760	771.946944018266	1.85531414587366	0.212613737344569	8.72489580158547	2.66425837511226e-18	2.05025783041451e-16
AT4G36750	739.521253348891	0.443319554516936	0.269491515022634	1.64534389352645	0.0998989128543832	0.192030913978726
AT4G36740	46.9842169696049	0.695506992976865	0.832005937024266	0.882215322019471	0.377660377721095	0.52282508928348
AT4G36730	470.9349413709	-0.623582266259946	0.430485708253291	-1.44900114545797	0.147337262690954	0.259282696964194
AT4G36720	168.652203959456	0.277134440482986	0.206052565326109	1.34498444142133	0.178630259032666	0.30038443540693
AT4G36690	569.352091797443	-0.237367929984719	0.165077211755826	-1.43791313388253	0.150458702671062	0.263645330135849
AT4G36670	256.913279914084	2.1435407582108	0.307131020189452	6.97613108601723	3.03419639504709e-12	8.78347542635183e-11
AT4G36660	94.701032554198	-0.917723905895805	0.267401061086639	-3.43073781094515	0.000601942093836142	0.00261952604407627
AT4G36640	127.12202419384	-0.0379277689727504	0.337155308227519	-0.112648763292503	0.910309023547707	0.956631442702758
AT4G36520	706.014504715363	-0.126842032249189	0.317463374975364	-0.399452116931424	0.689560098929781	0.796569466256891
AT4G36500	215.704616644144	2.90957348096129	0.528441482184053	5.49748173431873	3.85253204973472e-08	4.8834876064894e-07
AT4G36470	118.179824875674	-0.272319248854453	0.339992231219955	-0.800958719824481	0.423155544142687	0.569127566616027
AT4G36480	409.457392353115	0.0267408274934916	0.150711568125368	0.17745259633878	0.85915289688246	0.921361912235638
AT4G36430	1574.37790148014	2.78125678257766	0.548317283454234	5.08077557947222	3.75896988143039e-07	3.80271470316007e-06
AT4G36440	184.533507697686	-0.356034924112848	0.234177776548418	-1.5203499463885	0.128423047255493	0.233817553209947
AT4G36410	71.702329466872	1.88283333599864	0.523153368793166	3.59049436314311	0.000330051368576434	0.00155107346723617
AT4G36390	542.09992336927	-1.07647880950182	0.174266829399415	-6.176635693549	6.54819322456851e-10	1.24807616784887e-08
AT4G36380	54.4428399706094	0.59463773061975	0.375095604668093	1.5851091407265	0.112941539125844	0.211351656257438
AT4G36360	659.965798456914	-0.470099371744126	0.422029358912519	-1.11361509289015	0.265444348692944	0.404229194921667
AT4G36280	184.471999506199	-0.121969930661206	0.295456389121687	-0.412885502372573	0.679690503357906	0.789460028081074
AT4G36260	8.97093347132918	-1.12014010103668	0.924596843314493	-1.22558034891731	0.220356636555366	0.351630095087355
AT4G36250	371.12536729226	-1.15880926759245	0.319101873993125	-3.63036900478716	0.000283016314192738	0.00135647312738313
AT4G36220	1266.38711913386	-0.154867537019802	0.466988613123496	-0.331607025468458	0.740186013940882	0.834262153734964
AT4G36210	258.324683753954	0.900529973314698	0.170294716108995	5.28734795719274	1.24102436055427e-07	1.40789182525042e-06
AT4G36195	571.560546847864	0.00522466426947614	0.119710196576023	0.0435229181829121	0.96528469576509	0.982900156912859
AT4G36180	262.579872732409	-1.47833765996995	0.491828866487112	-3.0073267510962	0.00263556305562409	0.00944961286825561
AT4G36160	18.0748903075357	-1.16518312554579	0.583899416136034	-1.99294804434903	0.0462671366056729	0.103564143251748
AT4G36150	172.983490157185	0.0565803133590981	0.244656548912412	0.23114274437023	0.81720390888603	0.89084123420891
AT4G36140	416.41320390068	0.391999647033208	0.340714983192461	1.15043714815223	0.249963867210983	0.387102353137653
AT4G36130	2213.41257689701	-0.69100443206358	0.160295509638846	-4.31085681217696	1.62623188868971e-05	0.000109108382955717
AT4G36120	37.4408143960193	-0.523419490703059	0.646678400518252	-0.809776976691261	0.41806836724509	0.563845821136963
AT4G36110	17.4767826692648	1.1987097789594	0.717551937162923	1.65671220728729	0.0975776737954214	0.188392437521183
AT4G36105	63.4582287892287	0.830362482305954	0.331580665058062	2.5046102574423	0.0122586390825585	0.0347833469374364
AT4G36090	2.58848718115752	-0.475362936842996	1.17964093308537	-0.392713499258601	0.694531099130769	0.800589584428125
AT4G36080	318.739888062866	0.56252426357143	0.280357078036096	2.00644382101654	0.0448089169317235	0.100899279055353
AT4G36050	60.5670109026018	-0.430454867228096	0.483170569232588	-0.890929781760877	0.372966841872921	0.518061382055278
AT4G36040	2353.65914137539	0.869997117283915	0.391012794950431	2.22477453204344	0.0260963779167075	0.0650612856025474
AT4G36010	147.575198436252	2.78336088337691	0.617347297186818	4.50389992985232	6.67176321935747e-06	4.94862630113708e-05
AT4G35987	45.1069198448575	-0.371013607971031	0.336902297572499	-1.10115028250496	0.270831255849858	0.410375740827424
AT4G35970	49.9515232294062	-1.46968690566777	0.475046773521571	-3.08909222304543	0.00200769106379363	0.0074788314354991
AT4G35950	2.00491635754928	-1.7854559442991	1.30221277402529	-1.51979977388786	0.128561305979323	0.234023138195556
AT4G35940	130.155448983931	-0.195429429370364	0.234086681172706	-0.834814739738299	0.403822025466277	0.549123029622785
AT4G35920	184.657673540158	-1.59718442089436	0.329352475092998	-4.8480049452034	1.24709292959905e-06	1.11971605818011e-05
AT4G35900	7.66996205051472	-1.0776640965461	0.693868976885378	-1.54740044459589	0.121766714106184	0.224352498286823
AT4G35890	1169.92712719966	0.48862453709273	0.24629881832026	1.98385672287923	0.0472718145871847	0.10532792177714
AT4G35880	88.6396495393334	-0.452787433796423	0.343884147354781	-1.3165694236499	0.1879829935345	0.312526591735411
AT4G35860	617.519940225411	1.0472713809444	0.352400728775523	2.97193820168885	0.00295926242305228	0.010388636702405
AT4G35850	255.093755545368	-0.143610903004272	0.17985081804717	-0.798420570561022	0.424626469893876	0.570607266623253
AT4G35840	225.675650461487	0.935181439446864	0.282075714669293	3.31514441243215	0.000915957919809949	0.00377866639831046
AT4G35830	3159.36127896074	1.31921535238225	0.228966007256652	5.76153742236692	8.3351177259192e-09	1.23449309767443e-07
AT4G35810	1.87652971080794	-0.111658312540508	1.31971385249717	-0.0851912356786045	0.932109358167144	0.969676458356862
AT4G35800	1082.2752820282	0.264303924150578	0.171298587744131	1.5429013394078	0.122854715802958	0.225861412120728
AT4G35785	269.309260755632	-0.552212022550157	0.195847456650543	-2.81962038255292	0.00480804924821095	0.0157558306538694
AT4G35770	469.882055065609	2.43657192132623	0.746701803480186	3.26733850139562	0.00108563787541361	0.00437309616597905
AT4G35760	310.267452534594	-0.125765201318706	0.436410987037697	-0.288176505576114	0.773211632121484	0.858922508940917
AT4G35750	761.686208261585	0.374075212941262	0.304344046307868	1.22923123071626	0.218985122651028	0.350076709966401
AT4G35730	149.474391171325	-0.7605698025189	0.436128786577722	-1.74429061820599	0.081108426748473	0.162383906083203
