	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT4G40045	52.3221814738579	-0.697479568000413	0.40154588274977	-1.84322880101943	0.0652956114818786	0.206704755218636
AT4G40050	384.800872360466	-0.137854882008281	0.230678207643082	-0.597555253826383	0.550136728572465	0.749163502859468
AT4G40060	987.542885808918	-0.309511896878669	0.402765909521913	-0.682770665738122	0.494751768506874	0.709695503910288
AT4G40080	179.651358809185	0.204715315881637	0.404262956785481	0.615573961573289	0.538175740948772	0.742065150775088
AT4G40090	42.0014227784354	-0.520512374279344	1.20852730757057	-0.255179527305438	0.798584442604151	0.905428347895251
AT4G38060	791.833510514279	-0.964108792880679	0.499707206906875	-1.95115291788688	0.0510388578209817	0.17506667190598
AT4G38050	26.5956436434879	-0.662281880909656	0.53380784466797	-1.29501750851823	0.195314189673912	0.420798261762376
AT4G38040	236.435942373804	-0.181173433130452	0.233733307454654	-0.778336558247924	0.436370628738686	0.663356712743919
AT4G38030	52.6608718040116	3.54966280297052	1.04606194208396	4.06701958917757	4.76182416126341e-05	0.000987354391783133
AT4G38020	38.7763519860635	-0.795706427625074	0.44016246203712	-1.50881560053024	0.13134591287646	0.327864636652956
AT4G38000	2.18517586470963	-0.453908030329115	1.25451988560755	-0.516971753881219	0.605175876736705	NA
AT4G37980	675.424883354126	-0.755730946468316	0.332148525746479	-2.41541022694339	0.0157174964678361	0.0770681846368808
AT4G37970	38.0587054638249	0.596892441034464	0.6680666029392	0.610945909015578	0.541235390495384	0.744236869350812
AT4G37940	68.3019648774927	-0.271011188654364	0.668498267749517	-0.319801770719652	0.749118605215398	0.877521725782886
AT4G37930	5893.13956699986	-1.6406655073855	0.409987710725723	-3.62004612186228	0.000294550507710915	0.00400663914878278
AT4G37920	143.226549154468	-0.815499471437864	0.270084266815604	-2.94463504504377	0.00323335807037451	0.0242882006936086
AT4G37910	2372.42056459207	1.12663469435585	0.454744871584702	1.9974552616891	0.0457757498061622	0.163119774136782
AT4G37880	355.666394005577	0.492173333534982	0.26913713714211	1.73650150849913	0.082475197872664	0.242196290927237
AT4G37870	4911.7207018339	0.568765545977956	0.308723478267599	2.293579733882	0.0218146505869998	0.097895972776415
AT4G37860	0.722118459557332	0	0.944055592911824	0	1	NA
AT4G37850	13.688704640527	-0.103371499451889	1.10369735103443	0.146031712706504	0.883896353654464	0.948133294762161
AT4G37840	2.31414248885045	-1.22881446328465	1.32625993852533	-1.00570231028248	0.314558791522322	NA
AT4G37770	55.6091589245871	-1.90742041137301	0.496517568619827	-2.56937729983196	0.0101881464283222	0.0569707243190038
AT4G37760	264.776059797198	-1.26369726911641	0.582136436459163	-2.13939343392993	0.0324038182725085	0.128979607341577
AT4G37750	330.836844591843	-0.843741569248734	0.536348976110716	-1.52761658994577	0.12660776030035	0.320177911851936
AT4G37740	95.2234317408263	-0.153759803854457	0.414867825243878	-0.36437479465374	0.715578154636576	0.858955846723418
AT4G37730	134.987660513027	0.707234845050929	0.484281265694261	1.18199641887784	0.237207121807195	0.471536993711433
AT4G37680	221.972155987789	-0.416222507786175	0.390429053261137	-0.933334170228884	0.350647457736259	0.58765341884531
AT4G37670	171.077267662006	0.272343737493079	0.317680552544431	0.90749740227281	0.364143822578894	0.600565251613655
AT4G37610	1071.56029294863	-0.756171426895892	0.707034063236227	-0.782932667499704	0.433666652867121	0.661424110198409
