	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT4G40045	52.3221814738579	0.165710595823371	0.421668658114663	0.183200325480764	0.854640838992555	0.926728202023625
AT4G40050	384.800872360466	-0.100250820959708	0.191136263814169	-0.533033844449621	0.594010152347864	0.761294338431215
AT4G40060	987.542885808918	-0.071198474108112	0.359971711373583	-0.216976588327597	0.828226590127888	0.91144051443092
AT4G40080	179.651358809185	0.939339198662664	0.352101999183421	2.60372551482635	0.0092216577576725	0.0474940213121976
AT4G40090	42.0014227784354	-2.65171061644465	0.944965738278323	-2.35031264459987	0.0187576481807073	0.0787719652047554
AT4G38060	791.833510514279	-0.363684423269732	0.460637952552715	-0.927043073413612	0.3539041707835	0.561498020202527
AT4G38050	26.5956436434879	-0.165274921752787	0.459813757459539	-0.486214742598611	0.626814919801893	0.783319231961001
AT4G38040	236.435942373804	0.153691216671425	0.198057617582544	0.729938595677627	0.465427719131034	0.660404196064305
AT4G38030	52.6608718040116	0.269294791574535	0.676009822173688	1.96207061064917	0.0497542640220792	0.153061510772222
AT4G38020	38.7763519860635	0.474260363061487	0.552744736998195	0.745126304200736	0.456195368788053	0.653326149009381
AT4G38000	2.18517586470963	0	1.37845697293471	0	1	1
AT4G37980	675.424883354126	-0.780364992984741	0.412071314674533	-2.08475964831275	0.0370911232162915	0.125350744785848
AT4G37970	38.0587054638249	-1.46384692706717	0.532023497883026	-2.61416806620136	0.00894450257700162	0.0464485103805701
AT4G37940	68.3019648774927	-0.714346454007398	0.369038583696777	-1.74638771399623	0.0807436033745288	0.215059758841395
AT4G37930	5893.13956699986	-1.03956104758453	0.377530976190021	-2.78568248140466	0.00534151653361045	0.0316363377349312
AT4G37920	143.226549154468	-0.822853345792246	0.298644547369447	-2.79985480695415	0.00511255966518451	0.03064496486628
AT4G37910	2372.42056459207	0.7475854401701	0.416693826449818	1.67221250799894	0.0944824248890872	0.237579907439245
AT4G37880	355.666394005577	0.465585439650511	0.228316048471144	2.01053967890342	0.0443741010487943	0.1414132536055
AT4G37870	4911.7207018339	1.39007791904346	0.262883154802484	5.55551970034792	2.76786993790351e-08	2.3277017325008e-06
AT4G37860	0.722118459557332	0	0.944701979663153	0	1	NA
AT4G37850	13.688704640527	0.925948097323387	0.879482762137714	1.02730767002432	0.304275611868522	0.512805974072343
AT4G37840	2.31414248885045	-0.458227015260424	1.10417389616528	-0.495610115506603	0.620169514568838	0.778856418151475
AT4G37770	55.6091589245871	2.47585140759848	0.444806850465438	5.45447709511873	4.91171654421935e-08	3.71755545940602e-06
AT4G37760	264.776059797198	2.24847105555522	0.659137836895328	2.89440502034664	0.00379877815597558	0.024744551343866
AT4G37750	330.836844591843	0.3936267872753	0.509026457244831	0.536285140867324	0.591761498469665	0.760076752729681
AT4G37740	95.2234317408263	-1.47814179588465	0.417816439878193	-3.38874611983316	0.000702129860521021	0.00718141267813307
AT4G37730	134.987660513027	-0.369222853840144	0.396055015834626	-0.904251121949714	0.36586225811369	0.572900596026526
AT4G37680	221.972155987789	0.08523707902738	0.347797946167131	0.211563472527252	0.832447608925407	0.913846063705204
AT4G37670	171.077267662006	0.615272703768376	0.283028475349138	2.16987121423134	0.0300166035692008	0.10915591547258
AT4G37610	1071.56029294863	1.01616270690107	0.695500600080055	1.30450176248152	0.192062558981652	0.381541599289339
AT4G37580	154.658790420531	0.562948860178691	0.736297908393919	1.54095557281277	0.12332759903791	0.285345285508042
AT4G37560	138.802578485111	0.363464228641444	0.371510568922221	0.855304553098893	0.392382567584512	0.598156205116874
AT4G37550	378.598760504875	1.23959673445468	0.305076554047698	3.89754359666528	9.71733327511668e-05	0.00164506392304282
AT4G37540	482.681873258956	-0.735783654495605	0.330640759542849	-2.06526778671118	0.0388976697622743	0.129338490066211
AT4G37520	894.524338094954	1.22921976897069	0.510392304631297	2.52017870749759	0.011729526628089	0.0564864398725444
AT4G37510	361.410519711183	-0.0139507515939725	0.27989502543212	-0.145626705286164	0.884216084952794	0.942814345102578
AT4G37490	90.0734121408907	-1.06082892468884	0.394577726895291	-2.61333673302955	0.00896629121530776	0.0465483509362862
AT4G37460	411.622956592383	0.117003110881841	0.165893520396993	0.681378646643026	0.495631930738332	0.685245841458997
AT4G37450	526.855484248629	-0.88438030278294	0.385955022419705	-2.31181358500543	0.0207879584541508	0.084401713303453
AT4G37445	95.9628263594875	0.319605398587235	0.252848267999647	1.14947314913565	0.25036093241631	0.453224462189765
AT4G37440	232.436644789072	-0.0216158876147156	0.205978167564269	-0.0631085998399057	0.949680026269772	0.976319857783497
AT4G37430	774.977501161583	2.70799437705073	0.582586642938716	4.00933232229104	6.08906728695293e-05	0.00113444007453846
AT4G37420	0.292723127219536	-0.0891078722622591	0.912334256668009	-0.143656828049004	0.885771463715645	NA
AT4G37400	30.6622958001641	-1.49901699394272	0.610513514612875	-2.56410135249914	0.0103443333140557	0.0516109247498375
AT4G37390	747.307942292802	1.7241570061301	0.538484831622272	3.494253109406	0.000475390082286232	0.00541747857260314
AT4G37360	154.858593888618	1.16107692227026	0.479097502542183	2.22203614729418	0.0262808628403108	0.0991356715279183
AT4G37310	307.055965954597	2.06665742639382	0.405722977823293	5.2232479001898	1.75811767072484e-07	1.06810058490691e-05
AT4G37300	793.460564349993	0.0855051668441228	0.326741237170074	0.163861603040818	0.869840094791882	0.935297601579429
AT4G37330	234.257067161215	0.14539471981826	0.30900166757078	0.30657596844492	0.759166147735565	0.87026713830724
AT4G37295	21.5777025290725	0.611818056405886	0.723802613040239	1.52661649628939	0.12685640256262	0.290610066525807
AT4G37280	234.217964573991	-0.847040386652256	0.223723515145766	-3.73036026268653	0.000191206168252039	0.0027413260033925
AT4G37270	621.268668110636	0.527149032174062	0.164048785921316	3.1655696297629	0.00154779611939157	0.0129327122855326
AT4G37260	529.079803608259	-0.416037590224222	0.303765135014356	-1.2244127453587	0.220796563682179	0.4175710129398
AT4G37250	70.9027424597302	-2.06520380553331	0.592144632827131	-3.03943335415916	0.00237023638573833	0.0176510616816365
AT4G36880	70.3040619739781	2.03624156770999	0.687643762097662	3.35623980861134	0.000790100265686581	0.00785129722439647
AT4G36900	201.920997753079	-0.347852476527075	0.307272017912475	-1.07866254906194	0.280738186607678	0.485723322195302
AT4G36930	18.138914963164	-1.80654613223869	0.639778969439304	-2.70760137028371	0.00677713702639589	0.0379023072920201
AT4G36960	396.207864356184	-0.230498571909287	0.165755192956188	-1.38580217861523	0.16580731697021	0.347695181762993
AT4G36970	229.94246029406	-1.11828138398713	0.316844647760283	-3.41860878871533	0.000629421509243831	0.00662040632044829
AT4G36980	740.493745400094	-0.311106546438844	0.19271457608123	-1.56530043137858	0.117512482048738	0.276376696123397
AT4G37000	82.6518185202716	1.60371690388763	0.377712182852173	4.06185701454106	4.868389404246e-05	0.000953983748955001
AT4G37010	447.252921148707	1.30293538633711	0.375003590838464	3.39329132449258	0.000690581520183968	0.00711052577199216
AT4G37040	142.372505104855	-0.153237249843618	0.332883236722909	-0.488929161543967	0.624891849310069	0.78217750651731
AT4G37050	15.5337639404161	-0.523383901983618	0.592672658967801	-1.0991397587242	0.271707110107144	0.476957832923876
AT4G37070	245.097984305907	0.307238978493319	0.725918225612492	1.21895447209626	0.222861473030356	0.420207458749887
AT4G37080	382.226073184843	-1.08601634987363	0.403265391123772	-2.70385079098184	0.00685410590206126	0.0380981743301539
AT4G37090	200.260650915784	-0.0314361743365637	0.227678177890214	-0.133337233123471	0.893926682707179	0.947765504555694
AT4G37100	36.3378951389599	-0.725332564024095	0.465210410212669	-1.37923821435465	0.167821319328137	0.350418351531234
AT4G37110	90.3208656513123	-0.627403765136766	0.305436301389598	-2.0543720879695	0.0399396924344221	0.131533423276642
AT4G37130	107.836136690923	0.218103088434283	0.335213335587616	0.594105172908891	0.552441771248901	0.73019753872781
AT4G37150	292.941867822458	2.21189985994018	0.495183997024511	4.28345643658954	1.84012140265661e-05	0.000443313067364154
AT4G37160	137.280565587835	-4.2969971681632	0.702102387456347	-5.10458010910974	3.31529811560833e-07	1.81392741777184e-05
AT4G37180	491.030972899288	-0.210823828112825	0.390909892204567	-0.542650585210477	0.587370403134908	0.75698145112982
AT4G37200	371.528957703722	-0.377774234532058	0.282604536820824	-1.40640204465133	0.159604773482705	0.338694008214174
AT4G37210	442.758962947339	0.186552554176295	0.157339001109326	1.18235006579088	0.237066827717987	0.437949354120882
AT4G37240	38.6763319835839	0.349542922260425	0.553968695046453	0.536780137537067	0.591419493236576	0.759782027198738
AT4G35910	172.103695835206	-0.400716199137215	0.25313881773347	-1.57743619805881	0.114695191881873	0.271670121337101
AT4G36870	393.92153345472	1.09293358553876	0.428151691026909	2.39907344185271	0.0164366176886926	0.071931135681193
AT4G36860	506.03721623256	-0.62014429047473	0.256057365069174	-2.44651700892529	0.0144243991226367	0.0655071371856745
AT4G36850	726.939246973696	-1.30411077747054	0.874413072860362	-1.05624437817514	0.290856580542294	0.497730549745716
AT2G23790	744.900026051823	0.996269291521207	0.326692534016029	2.89206641969499	0.00382717028269514	0.0248804855709318
AT4G36810	524.351750878364	0.194723668630235	0.241929362459112	0.724579430791582	0.468710081526072	0.66355846238961
AT4G36790	66.4013447095716	-0.278424629744384	0.349545739722076	-0.760497986376597	0.446956972436856	0.645537035646226
AT4G36780	869.796059059055	-0.587282973810479	0.366385064546987	-1.39285766672173	0.16366283604838	0.344763250378801
AT4G36770	0.245170981073226	0	0.912334248058946	0	1	NA
AT4G36760	701.234995353477	1.24194478862338	0.227646663016176	5.36243230593213	8.21087433006132e-08	5.60703645199845e-06
AT4G36750	790.17766770999	0.616106261119436	0.24942363504188	2.44921519731675	0.0143167882388636	0.065228105934025
AT4G36740	54.4303499972589	-1.58109238026388	0.605844036738516	-2.34768944551122	0.0188902640655744	0.0790466820435748
AT4G36730	532.134433885163	0.77061312697222	0.393034136083868	1.75834165412145	0.0786893942382154	0.211198706610104
AT4G36720	178.754834921723	-0.00912102472375645	0.182424102193074	-0.108085743386083	0.913927677026943	0.957189590244143
AT4G36690	636.787159647724	-0.297546950184158	0.160894646138471	-1.8313144612818	0.0670536203947611	0.188403559856278
AT4G36670	270.26353522152	0.695162386045978	0.318667059240389	2.14828982614396	0.0316907386097654	0.113052291210995
AT4G36660	102.084877439134	-0.451875688283451	0.302444892062055	-1.60779989522432	0.107879011415102	0.260210878887462
AT4G36640	119.391366342875	0.633026308869607	0.362446696012359	1.58299789389391	0.113421944425869	0.269532917385651
AT4G36520	1046.09083320678	-1.03085103886708	0.300719678774377	-3.39187644708814	0.000694157341824536	0.00712514833182002
AT4G36500	242.256713574878	1.55636612814621	0.498443018203994	3.08487731221943	0.0020363613481232	0.0158689420371763
AT4G36470	132.562030311121	-0.653773055543099	0.31020236844954	-2.16382037804841	0.0304781375515985	0.110196773777083
AT4G36480	456.354987328851	-0.424355356318751	0.141308766562763	-2.99429160163862	0.0027508290272412	0.0196960225777834
AT4G36430	1386.85916252522	1.93191140357935	0.48621880268336	4.27711932648431	1.89327329806691e-05	0.000451922594735683
AT4G36440	193.478825795418	-0.0580690193682628	0.237009559749426	-0.26432318615196	0.791530895455566	0.889627441897684
AT4G36410	87.6275896234118	1.15814071639415	0.39067750670032	3.00340636081529	0.00266975691961813	0.0192328212759505
